Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt0289043,2019-08-02,2019-08-02,,"28 Days Later","28 Days Later",https://www.imdb.com/title/tt0289043/,Movie,7.5,113,2002,"Drama, Horror, Sci-Fi, Thriller",533539,2003-06-27,"Danny Boyle",6,2018-04-08
2,tt0078748,2019-06-19,2019-06-19,,"Alien","Alien",https://www.imdb.com/title/tt0078748/,Movie,8.5,117,1979,"Horror, Sci-Fi",1052081,1979-06-22,"Ridley Scott",10,2018-04-08
3,tt2316204,2019-08-05,2019-08-05,,"Alien: Covenant","Alien: Covenant",https://www.imdb.com/title/tt2316204/,Movie,6.4,122,2017,"Horror, Sci-Fi, Thriller",341225,2017-05-19,"Ridley Scott",7,2019-06-19
4,tt2473750,2019-08-02,2019-08-02,,"Among the Living","Aux yeux des vivants",https://www.imdb.com/title/tt2473750/,Movie,5.5,90,2014,"Horror, Thriller",2704,2014-04-30,"Alexandre Bustillo, Julien Maury",6,2019-08-02
5,tt0090605,2019-08-05,2019-08-05,,"Aliens","Aliens",https://www.imdb.com/title/tt0090605/,Movie,8.4,137,1986,"Action, Adventure, Horror, Sci-Fi, Thriller",833401,1986-07-18,"James Cameron",8,2019-08-05
6,tt0437857,2019-04-26,2019-04-26,,"Behind the Mask: The Rise of Leslie Vernon","Behind the Mask: The Rise of Leslie Vernon",https://www.imdb.com/title/tt0437857/,Movie,6.7,92,2006,"Comedy, Horror, Thriller",26904,2006-10-13,"Scott Glosserman",7,2018-04-08
7,tt2737304,2019-08-05,2019-08-05,,"Bird Box","Bird Box",https://www.imdb.com/title/tt2737304/,Movie,6.6,124,2018,"Horror, Mystery, Sci-Fi",417336,2018-12-21,"Susanne Bier",7,2019-02-03
8,tt1259521,2019-07-03,2019-07-03,,"The Cabin in the Woods","The Cabin in the Woods",https://www.imdb.com/title/tt1259521/,Movie,7.0,95,2011,"Horror, Mystery, Thriller",485668,2012-04-13,"Drew Goddard",8,2020-10-24
9,tt0057603,2019-06-18,2019-06-18,,"Black Sabbath","I tre volti della paura",https://www.imdb.com/title/tt0057603/,Movie,7.0,97,1963,"Horror",15683,1964-05-06,"Mario Bava",,
10,tt0185937,2019-08-02,2019-08-02,,"The Blair Witch Project","The Blair Witch Project",https://www.imdb.com/title/tt0185937/,Movie,6.5,81,1999,"Horror, Mystery",312367,1999-07-30,"Daniel Myrick, Eduardo Sánchez",8,2019-02-03
11,tt1060277,2019-08-02,2019-08-02,,"Cloverfield","Cloverfield",https://www.imdb.com/title/tt1060277/,Movie,7.0,85,2008,"Action, Horror, Sci-Fi, Thriller",441062,2008-01-18,"Matt Reeves",6,2019-06-19
12,tt0077402,2019-06-19,2019-06-19,,"Dawn of the Dead","Dawn of the Dead",https://www.imdb.com/title/tt0077402/,Movie,7.8,127,1978,"Horror, Thriller",135568,1979,"George A. Romero",9,2019-10-19
13,tt0104029,2019-04-26,2019-04-26,,"Cronos","Cronos",https://www.imdb.com/title/tt0104029/,Movie,6.7,94,1992,"Drama, Fantasy, Horror, Thriller",36017,1994-05,"Guillermo del Toro",,
14,tt0065669,2019-10-19,2019-10-19,,"The Dunwich Horror","The Dunwich Horror",https://www.imdb.com/title/tt0065669/,Movie,5.4,90,1970,"Horror",5840,1970-01-14,"Daniel Haller",,
15,tt0070047,2019-06-19,2019-06-19,,"The Exorcist","The Exorcist",https://www.imdb.com/title/tt0070047/,Movie,8.1,122,1973,"Horror",493514,1973-12-26,"William Friedkin",10,2018-04-08
16,tt0435625,2019-08-02,2019-08-02,,"The Descent","The Descent",https://www.imdb.com/title/tt0435625/,Movie,7.2,99,2005,"Adventure, Horror, Thriller",269135,2006-08-04,"Neil Marshall",9,2019-06-19
17,tt8228172,2019-10-04,2019-10-04,,"The Furies","The Furies",https://www.imdb.com/title/tt8228172/,Movie,5.4,82,2019,"Action, Horror, Thriller",6688,2019-11-07,"Tony D'Aquino",7,2020-10-24
18,tt5886046,2019-08-05,2019-08-05,,"Escape Room","Escape Room",https://www.imdb.com/title/tt5886046/,Movie,6.4,99,2019,"Action, Adventure, Horror, Mystery, Sci-Fi, Thriller",157468,2019-01-04,"Adam Robitel",5,2020-10-24
19,tt5052448,2019-08-05,2019-08-05,,"Get Out","Get Out",https://www.imdb.com/title/tt5052448/,Movie,7.8,104,2017,"Horror, Mystery, Thriller",800139,2017-02-24,"Jordan Peele",9,2019-08-05
20,tt5308322,2019-08-05,2019-08-05,,"Happy Death Day","Happy Death Day",https://www.imdb.com/title/tt5308322/,Movie,6.6,96,2017,"Comedy, Horror, Mystery, Thriller",183194,2017-10-13,"Christopher Landon",7,2019-06-19
21,tt8329290,2019-07-03,2019-07-03,,"The Golem","The Golem",https://www.imdb.com/title/tt8329290/,Movie,5.5,95,2018,"Drama, Horror",6189,2019-02-01,"Doron Paz, Yoav Paz",7,2019-07-03
22,tt1502407,2019-08-05,2019-08-05,,"Halloween","Halloween",https://www.imdb.com/title/tt1502407/,Movie,6.5,106,2018,"Crime, Drama, Horror, Thriller",185181,2018-10-19,"David Gordon Green",5,2019-06-19
23,tt8155288,2019-08-05,2019-08-05,,"Happy Death Day 2U","Happy Death Day 2 U",https://www.imdb.com/title/tt8155288/,Movie,6.2,100,2019,"Comedy, Horror, Mystery, Sci-Fi, Thriller",94739,2019-02-13,"Christopher Landon",7,2019-06-19
24,tt7784604,2019-08-05,2019-08-05,,"Hereditary","Hereditary",https://www.imdb.com/title/tt7784604/,Movie,7.3,127,2018,"Drama, Horror, Mystery, Thriller",446333,2018-06-08,"Ari Aster",10,2023-05-21
25,tt0068713,2019-06-18,2019-06-18,,"Horror Express","Pánico en el Transiberiano",https://www.imdb.com/title/tt0068713/,Movie,6.5,88,1972,"Adventure, Horror, Sci-Fi, Thriller",14348,1974-01-03,"Eugenio Martín",7,2019-06-18
26,tt0338095,2019-04-26,2019-04-26,,"High Tension","Haute tension",https://www.imdb.com/title/tt0338095/,Movie,6.7,91,2003,"Horror",82380,2005-06-10,"Alexandre Aja",7,2022-10-26
27,tt0068732,2019-06-19,2019-06-19,,"Images","Images",https://www.imdb.com/title/tt0068732/,Movie,7.0,104,1972,"Drama, Horror, Mystery",8528,1972-12-18,"Robert Altman",8,2019-06-19
28,tt1139797,2019-06-19,2019-06-19,,"Let the Right One In","Låt den rätte komma in",https://www.imdb.com/title/tt1139797/,Movie,7.8,114,2008,"Drama, Fantasy, Horror, Romance",238363,2008-12-12,"Tomas Alfredson",10,2018-04-08
29,tt3235888,2019-08-02,2019-08-02,,"It Follows","It Follows",https://www.imdb.com/title/tt3235888/,Movie,6.8,100,2014,"Horror, Mystery, Thriller",295589,2015-03-13,"David Robert Mitchell",6,2020-10-24
30,tt4348012,2019-08-02,2019-08-02,,"Mayhem","Mayhem",https://www.imdb.com/title/tt4348012/,Movie,6.4,86,2017,"Action, Comedy, Horror, Thriller",29063,2017-11-10,"Joe Lynch",8,2019-08-02
31,tt0884328,2019-08-02,2019-08-02,,"The Mist","The Mist",https://www.imdb.com/title/tt0884328/,Movie,7.1,126,2007,"Horror, Sci-Fi, Thriller",369928,2007-11-21,"Frank Darabont",6,2019-06-19
32,tt0013442,2019-06-19,2019-06-19,,"Nosferatu: A Symphony of Horror","Nosferatu, eine Symphonie des Grauens",https://www.imdb.com/title/tt0013442/,Movie,7.8,94,1922,"Fantasy, Horror",122355,1922-12-19,"F.W. Murnau",8,2018-04-08
33,tt1183374,2019-04-26,2019-04-26,,"Pet","Pet",https://www.imdb.com/title/tt1183374/,Movie,5.7,94,2016,"Crime, Horror, Thriller",20267,2016-12-02,"Carles Torrens",5,2020-10-24
34,tt1179904,2019-08-02,2019-08-02,,"Paranormal Activity","Paranormal Activity",https://www.imdb.com/title/tt1179904/,Movie,6.3,86,2007,"Horror, Mystery",270215,2009-10-16,"Oren Peli",6,2019-10-23
35,tt0063350,2019-06-19,2019-06-19,,"Night of the Living Dead","Night of the Living Dead",https://www.imdb.com/title/tt0063350/,Movie,7.8,96,1968,"Horror, Thriller",149567,1968-10-04,"George A. Romero",10,2019-10-19
36,tt0054215,2019-06-19,2019-06-19,,"Psycho","Psycho",https://www.imdb.com/title/tt0054215/,Movie,8.5,109,1960,"Drama, Horror, Mystery, Thriller",778237,1960-09-08,"Alfred Hitchcock",10,2019-10-23
37,tt4954522,2019-08-02,2019-08-02,,"Raw","Grave",https://www.imdb.com/title/tt4954522/,Movie,6.9,99,2016,"Drama, Horror",95706,2017-03-15,"Julia Ducournau",7,2020-10-24
38,tt1446714,2019-08-05,2019-08-05,,"Prometheus","Prometheus",https://www.imdb.com/title/tt1446714/,Movie,7.0,124,2012,"Adventure, Sci-Fi",691300,2012-06-08,"Ridley Scott",7,2019-06-19
39,tt1038988,2019-08-02,2019-08-02,,"REC","[Rec]",https://www.imdb.com/title/tt1038988/,Movie,7.4,78,2007,"Horror, Mystery, Thriller",214191,2007-11-23,"Jaume Balagueró, Paco Plaza",8,2018-04-08
40,tt6738136,2019-08-02,2019-08-02,,"Revenge","Revenge",https://www.imdb.com/title/tt6738136/,Movie,6.4,108,2017,"Action, Drama, Horror, Thriller",63675,2018-05-11,"Coralie Fargeat",8,2020-10-24
41,tt0063522,2019-06-19,2019-06-19,,"Rosemary's Baby","Rosemary's Baby",https://www.imdb.com/title/tt0063522/,Movie,8.0,137,1968,"Drama, Horror",255421,1968-06-12,"Roman Polanski",10,2018-04-08
42,tt0098253,2019-10-19,2019-10-19,,"Santa Sangre","Santa Sangre",https://www.imdb.com/title/tt0098253/,Movie,7.5,123,1989,"Drama, Horror, Thriller",25358,1990-06-27,"Alejandro Jodorowsky",,
43,tt0117571,2019-10-19,2019-10-19,,"Scream","Scream",https://www.imdb.com/title/tt0117571/,Movie,7.4,111,1996,"Horror, Mystery",436475,1996-12-20,"Wes Craven",7,2019-11-03
44,tt0365748,2019-06-19,2019-06-19,,"Shaun of the Dead","Shaun of the Dead",https://www.imdb.com/title/tt0365748/,Movie,7.8,99,2004,"Comedy, Horror",634023,2004-09-24,"Edgar Wright",8,2019-02-03
45,tt0081505,2019-06-19,2019-06-19,,"The Shining","The Shining",https://www.imdb.com/title/tt0081505/,Movie,8.4,146,1980,"Drama, Horror",1210506,1980-06-13,"Stanley Kubrick",9,2018-04-08
46,tt0076786,2019-09-17,2019-09-17,,"Suspiria","Suspiria",https://www.imdb.com/title/tt0076786/,Movie,7.3,92,1977,"Horror",115164,1977-08-12,"Dario Argento",8,2019-07-20
47,tt1034415,2019-09-17,2019-09-17,,"Suspiria","Suspiria",https://www.imdb.com/title/tt1034415/,Movie,6.7,152,2018,"Drama, Fantasy, Horror, Mystery, Thriller",103910,2018-11-02,"Luca Guadagnino",8,2019-09-17
48,tt1130884,2019-10-19,2019-10-19,,"Shutter Island","Shutter Island",https://www.imdb.com/title/tt1130884/,Movie,8.2,138,2010,"Drama, Mystery, Thriller",1615417,2010-02-19,"Martin Scorsese",7,2022-10-26
49,tt0102926,2019-08-02,2019-08-02,,"The Silence of the Lambs","The Silence of the Lambs",https://www.imdb.com/title/tt0102926/,Movie,8.6,118,1991,"Crime, Drama, Horror, Thriller",1697489,1991-02-14,"Jonathan Demme",8,2019-04-26
50,tt0084787,2019-06-19,2019-06-19,,"The Thing","The Thing",https://www.imdb.com/title/tt0084787/,Movie,8.2,109,1982,"Horror, Mystery, Sci-Fi",518860,1982-06-25,"John Carpenter",10,2020-10-24
51,tt1190078,2019-06-19,2019-06-19,,"Text","Text",https://www.imdb.com/title/tt1190078/,Movie,4.0,85,2008,"Horror, Thriller",121,2008-09,"Brian McCulley",2,2019-06-19
52,tt6857112,2019-08-05,2019-08-05,,"Us","Us",https://www.imdb.com/title/tt6857112/,Movie,6.8,116,2019,"Horror, Mystery, Thriller",385337,2019-03-22,"Jordan Peele",10,2019-07-20
53,tt0070868,2019-10-19,2019-10-19,,"The Vault of Horror","The Vault of Horror",https://www.imdb.com/title/tt0070868/,Movie,6.6,87,1973,"Horror, Thriller",6928,1973-03-30,"Roy Ward Baker",7,2020-10-24
54,tt7043012,2019-10-19,2019-10-19,,"Velvet Buzzsaw","Velvet Buzzsaw",https://www.imdb.com/title/tt7043012/,Movie,5.7,113,2019,"Horror, Mystery, Thriller",68571,2019-02-01,"Dan Gilroy",5,2020-10-24
55,tt0052357,2019-08-02,2019-08-02,,"Vertigo","Vertigo",https://www.imdb.com/title/tt0052357/,Movie,8.2,128,1958,"Mystery, Romance, Thriller",455753,1958-05-28,"Alfred Hitchcock",8,2019-04-26
56,tt1156398,2019-08-05,2019-08-05,,"Zombieland","Zombieland",https://www.imdb.com/title/tt1156398/,Movie,7.5,88,2009,"Action, Comedy, Horror",660970,2009-10-02,"Ruben Fleischer",8,2019-02-03
57,tt6763664,2019-10-19,2019-10-19,,"The Haunting of Hill House","The Haunting of Hill House",https://www.imdb.com/title/tt6763664/,TV Mini Series,8.5,60,2018,"Drama, Horror, Mystery, Thriller",323473,2018-10-12,,9,2019-02-03
58,tt0099864,2019-10-19,2019-10-19,,"IT","IT",https://www.imdb.com/title/tt0099864/,TV Mini Series,6.8,192,1990,"Drama, Horror, Mystery, Thriller",151856,1990-11-18,,9,2022-10-25
59,tt7349950,2019-10-19,2019-10-19,,"It: Chapter Two","It: Chapter Two",https://www.imdb.com/title/tt7349950/,Movie,6.5,169,2019,"Drama, Fantasy, Horror",348205,2019-09-06,"Andy Muschietti",8,2019-10-23
60,tt1396484,2019-08-05,2019-08-05,,"It","It",https://www.imdb.com/title/tt1396484/,Movie,7.3,135,2017,"Horror",684390,2017-09-08,"Andy Muschietti",8,2018-04-08
61,tt0069019,2019-10-19,2019-10-19,,"Don't Torture a Duckling","Non si sevizia un paperino",https://www.imdb.com/title/tt0069019/,Movie,7.0,105,1972,"Horror, Mystery, Thriller",12375,1972-09-29,"Lucio Fulci",,
62,tt0021884,2019-10-19,2019-10-19,,"Frankenstein","Frankenstein",https://www.imdb.com/title/tt0021884/,Movie,7.7,70,1931,"Drama, Horror, Sci-Fi, Thriller",86995,1931-11-21,"James Whale",,
63,tt0093468,2019-10-19,2019-10-19,,"Madhouse","There Was a Little Girl",https://www.imdb.com/title/tt0093468/,Movie,5.5,92,1981,"Horror",2954,1981-03-04,"Ovidio G. Assonitis",,
64,tt3387648,2019-10-19,2019-10-19,,"The Taking of Deborah Logan","The Taking",https://www.imdb.com/title/tt3387648/,Movie,6.0,90,2014,"Fantasy, Horror, Mystery, Thriller",48558,2014-10-21,"Adam Robitel",8,2019-10-23
65,tt6195094,2019-10-19,2019-10-19,,"Incident in a Ghostland","Ghostland",https://www.imdb.com/title/tt6195094/,Movie,6.4,91,2018,"Drama, Horror, Mystery, Thriller",45886,2018-06-22,"Pascal Laugier",,
66,tt4263482,2019-10-19,2019-10-19,,"The Witch","The VVitch: A New-England Folktale",https://www.imdb.com/title/tt4263482/,Movie,7.0,92,2015,"Drama, Fantasy, Horror, Mystery, Thriller",346785,2016-02-19,"Robert Eggers",9,2019-06-19
67,tt5109784,2019-10-19,2019-10-19,,"Mother!","Mother!",https://www.imdb.com/title/tt5109784/,Movie,6.6,121,2017,"Drama, Horror, Mystery",265783,2017-09-15,"Darren Aronofsky",10,2018-04-08
68,tt1457767,2019-10-19,2019-10-19,,"The Conjuring","The Conjuring",https://www.imdb.com/title/tt1457767/,Movie,7.5,112,2013,"Horror, Mystery, Thriller",614384,2013-07-19,"James Wan",6,2019-10-19
69,tt2321549,2019-10-19,2019-10-19,,"The Babadook","The Babadook",https://www.imdb.com/title/tt2321549/,Movie,6.8,94,2014,"Drama, Horror, Mystery",267599,2014-11-28,"Jennifer Kent",8,2019-10-19
70,tt5814060,2019-10-19,2019-10-19,,"The Nun","The Nun",https://www.imdb.com/title/tt5814060/,Movie,5.4,96,2018,"Horror, Mystery, Thriller",192751,2018-09-07,"Corin Hardy",3,2019-11-21
71,tt5022702,2019-10-19,2019-10-19,,"Hush","Hush",https://www.imdb.com/title/tt5022702/,Movie,6.6,82,2016,"Horror, Thriller",167740,2016-04-08,"Mike Flanagan",9,2019-10-19
72,tt2400463,2019-10-19,2019-10-19,,"The Invitation","The Invitation",https://www.imdb.com/title/tt2400463/,Movie,6.6,100,2015,"Drama, Horror, Mystery, Thriller",127891,2016-04-08,"Karyn Kusama",9,2020-10-24
73,tt5638642,2019-10-19,2019-10-19,,"The Ritual","The Ritual",https://www.imdb.com/title/tt5638642/,Movie,6.4,94,2017,"Horror, Mystery, Thriller",139824,2018-02-09,"David Bruckner",7,2019-10-19
74,tt6214928,2019-10-19,2019-10-19,,"1922","1922",https://www.imdb.com/title/tt6214928/,Movie,6.2,102,2017,"Crime, Drama, Horror, Mystery, Thriller",77595,2017-10-20,"Zak Hilditch",6,2019-10-19
75,tt4687108,2019-10-19,2019-10-19,,"In the Tall Grass","In the Tall Grass",https://www.imdb.com/title/tt4687108/,Movie,5.5,101,2019,"Horror, Mystery, Sci-Fi, Thriller",72406,2019-10-04,"Vincenzo Natali",7,2019-10-19
76,tt0103644,2019-10-19,2019-10-19,,"Alien³","Alien³",https://www.imdb.com/title/tt0103644/,Movie,6.4,114,1992,"Action, Horror, Sci-Fi",349499,1992-05-22,"David Fincher",8,2019-06-19
77,tt0086541,2019-10-19,2019-10-19,,"Videodrome","Videodrome",https://www.imdb.com/title/tt0086541/,Movie,7.2,87,1983,"Drama, Horror, Sci-Fi, Thriller",111689,1983-02-04,"David Cronenberg",10,2018-04-08
78,tt0081455,2019-10-19,2019-10-19,,"Scanners","Scanners",https://www.imdb.com/title/tt0081455/,Movie,6.7,103,1981,"Horror, Sci-Fi, Thriller",66953,1981-01-14,"David Cronenberg",8,2018-04-08
79,tt0091064,2019-10-19,2019-10-19,,"The Fly","The Fly",https://www.imdb.com/title/tt0091064/,Movie,7.6,96,1986,"Drama, Horror, Sci-Fi",221628,1986-08-15,"David Cronenberg",7,2019-10-19
80,tt0082010,2019-10-19,2019-10-19,,"An American Werewolf in London","An American Werewolf in London",https://www.imdb.com/title/tt0082010/,Movie,7.5,97,1981,"Comedy, Horror",132920,1981-08-21,"John Landis",8,2018-04-08
81,tt0083907,2019-10-19,2019-10-19,,"The Evil Dead","The Evil Dead",https://www.imdb.com/title/tt0083907/,Movie,7.3,85,1981,"Horror",248955,1983-04-15,"Sam Raimi",8,2019-10-19
82,tt0092991,2019-10-19,2019-10-19,,"Evil Dead II","Evil Dead II",https://www.imdb.com/title/tt0092991/,Movie,7.7,84,1987,"Comedy, Horror",194419,1987-03-13,"Sam Raimi",10,2018-04-08
83,tt0087800,2019-10-19,2019-10-19,,"A Nightmare on Elm Street","A Nightmare on Elm Street",https://www.imdb.com/title/tt0087800/,Movie,7.4,91,1984,"Horror",288021,1984-11-16,"Wes Craven",9,2019-06-19
84,tt0077651,2019-10-19,2019-10-19,,"Halloween","Halloween",https://www.imdb.com/title/tt0077651/,Movie,7.7,91,1978,"Horror, Thriller",335735,1978-10-27,"John Carpenter",9,2019-11-03
85,tt0072271,2019-10-19,2019-10-19,,"The Texas Chain Saw Massacre","The Texas Chain Saw Massacre",https://www.imdb.com/title/tt0072271/,Movie,7.4,83,1974,"Horror",209101,1974-10-11,"Tobe Hooper",10,2020-10-24
86,tt0084516,2019-10-19,2019-10-19,,"Poltergeist","Poltergeist",https://www.imdb.com/title/tt0084516/,Movie,7.3,114,1982,"Horror, Thriller",193268,1982-06-04,"Tobe Hooper",9,2019-10-19
87,tt0075005,2019-10-19,2019-10-19,,"The Omen","The Omen",https://www.imdb.com/title/tt0075005/,Movie,7.5,111,1976,"Horror, Mystery",145005,1976-06-25,"Richard Donner",7,2019-10-19
88,tt0074285,2019-10-19,2019-10-19,,"Carrie","Carrie",https://www.imdb.com/title/tt0074285/,Movie,7.4,98,1976,"Horror",225676,1976-11-16,"Brian De Palma",8,2019-10-19
89,tt0100157,2019-10-19,2019-10-19,,"Misery","Misery",https://www.imdb.com/title/tt0100157/,Movie,7.8,107,1990,"Drama, Thriller",261854,1990-11-30,"Rob Reiner",7,2019-11-03
90,tt0085382,2019-10-19,2019-10-19,,"Cujo","Cujo",https://www.imdb.com/title/tt0085382/,Movie,6.1,93,1983,"Horror, Thriller",55131,1983-08-12,"Lewis Teague",7,2019-10-19
91,tt0083767,2019-10-19,2019-10-19,,"Creepshow","Creepshow",https://www.imdb.com/title/tt0083767/,Movie,6.8,120,1982,"Comedy, Fantasy, Horror",57170,1982-11-10,"George A. Romero",7,2019-10-19
92,tt0089907,2019-10-19,2019-10-19,,"The Return of the Living Dead","The Return of the Living Dead",https://www.imdb.com/title/tt0089907/,Movie,7.3,91,1985,"Comedy, Horror, Sci-Fi",76478,1985-08-16,"Dan O'Bannon",7,2019-06-19
93,tt0088993,2019-10-19,2019-10-19,,"Day of the Dead","Day of the Dead",https://www.imdb.com/title/tt0088993/,Movie,7.1,101,1985,"Horror, Thriller",79079,1985-07-19,"George A. Romero",8,2019-10-19
94,tt0096256,2019-10-19,2019-10-19,,"They Live","They Live",https://www.imdb.com/title/tt0096256/,Movie,7.2,94,1988,"Action, Horror, Sci-Fi, Thriller",161520,1988-11-04,"John Carpenter",7,2019-06-19
95,tt0113409,2019-10-19,2019-10-19,,"In the Mouth of Madness","In the Mouth of Madness",https://www.imdb.com/title/tt0113409/,Movie,7.1,95,1994,"Drama, Fantasy, Horror, Mystery, Thriller",87868,1995-02-03,"John Carpenter",10,2022-10-26
96,tt0228333,2019-10-19,2019-10-19,,"Ghosts of Mars","Ghosts of Mars",https://www.imdb.com/title/tt0228333/,Movie,4.9,98,2001,"Action, Horror, Sci-Fi",61185,2001-08-24,"John Carpenter",6,2020-10-24
97,tt0093777,2019-10-19,2019-10-19,,"Prince of Darkness","Prince of Darkness",https://www.imdb.com/title/tt0093777/,Movie,6.6,102,1987,"Fantasy, Horror",54926,1987-10-23,"John Carpenter",6,2019-10-19
98,tt0114852,2019-10-19,2019-10-19,,"Village of the Damned","Village of the Damned",https://www.imdb.com/title/tt0114852/,Movie,5.7,98,1995,"Horror, Sci-Fi, Thriller",36548,1995-04-28,"John Carpenter",6,2019-10-19
99,tt0089013,2019-10-19,2019-10-19,,"Demons","Dèmoni",https://www.imdb.com/title/tt0089013/,Movie,6.6,88,1985,"Horror",29258,1986-05-30,"Lamberto Bava",7,2019-10-19
100,tt0086320,2019-10-19,2019-10-19,,"Sleepaway Camp","Sleepaway Camp",https://www.imdb.com/title/tt0086320/,Movie,6.2,84,1983,"Horror",43201,1983-11-18,"Robert Hiltzik",7,2019-10-19
101,tt0071222,2019-10-19,2019-10-19,,"Black Christmas","Black Christmas",https://www.imdb.com/title/tt0071222/,Movie,7.1,98,1974,"Horror, Mystery, Thriller",55714,1974-10-11,"Bob Clark",8,2020-10-24
102,tt0084695,2019-10-19,2019-10-19,,"The Slumber Party Massacre","The Slumber Party Massacre",https://www.imdb.com/title/tt0084695/,Movie,5.6,77,1982,"Horror",20861,1982-11-12,"Amy Holden Jones",,
103,tt0142688,2019-10-19,2019-10-19,,"The Ninth Gate","The Ninth Gate",https://www.imdb.com/title/tt0142688/,Movie,6.7,133,1999,"Mystery, Thriller",208480,2000-03-10,"Roman Polanski",10,2019-11-03
104,tt0363988,2019-10-19,2019-10-19,,"Secret Window","Secret Window",https://www.imdb.com/title/tt0363988/,Movie,6.5,96,2004,"Drama, Mystery, Thriller",220054,2004-03-12,"David Koepp",8,2019-10-19
105,tt0066132,2019-10-20,2019-10-20,,"Web of the Spider","Nella stretta morsa del ragno",https://www.imdb.com/title/tt0066132/,Movie,5.6,93,1971,"Horror",976,1975-10-17,"Antonio Margheriti",5,2019-10-20
106,tt0067690,2019-10-20,2019-10-20,,"Daughters of Darkness","Les lèvres rouges",https://www.imdb.com/title/tt0067690/,Movie,6.5,87,1971,"Horror",7988,1971-10-22,"Harry Kümel",8,2019-10-20
107,tt5294518,2019-10-22,2019-10-22,,"Eli","Eli",https://www.imdb.com/title/tt5294518/,Movie,5.8,98,2019,"Drama, Horror, Mystery, Thriller",44422,2019-10-18,"Ciarán Foy",8,2020-10-24
108,tt0091142,2019-10-22,2019-10-22,,"Gothic","Gothic",https://www.imdb.com/title/tt0091142/,Movie,5.7,87,1986,"Drama, Fantasy, Horror, Mystery",9835,1987-04-10,"Ken Russell",,
109,tt3322892,2019-10-22,2019-10-22,,"XX","XX",https://www.imdb.com/title/tt3322892/,Movie,4.6,80,2017,"Horror",12829,2017-02-17,"Roxanne Benjamin, Sofìa Carrillo, Karyn Kusama, St. Vincent, Jovanka Vuckovic",8,2018-04-08
110,tt2428170,2019-10-22,2019-10-22,,"Creep","Creep",https://www.imdb.com/title/tt2428170/,Movie,6.3,77,2014,"Horror, Thriller",81702,2015-06-23,"Patrick Brice",8,2018-04-08
111,tt3654796,2019-10-22,2019-10-22,,"Creep 2","Creep 2",https://www.imdb.com/title/tt3654796/,Movie,6.4,78,2017,"Horror, Thriller",39027,2017-10-24,"Patrick Brice",9,2019-11-03
112,tt4062536,2019-10-22,2019-10-22,,"Green Room","Green Room",https://www.imdb.com/title/tt4062536/,Movie,7.0,95,2015,"Horror, Thriller",152001,2016-05-13,"Jeremy Saulnier",6,2020-10-24
113,tt0298130,2019-10-22,2019-10-22,,"The Ring","The Ring",https://www.imdb.com/title/tt0298130/,Movie,7.1,115,2002,"Horror, Mystery",399007,2002-10-18,"Gore Verbinski",8,2019-10-22
114,tt0387564,2019-10-22,2019-10-22,,"Saw","Saw",https://www.imdb.com/title/tt0387564/,Movie,7.6,103,2004,"Horror, Mystery, Thriller",504312,2004-10-29,"James Wan",7,2019-02-03
115,tt0195714,2019-10-22,2019-10-22,,"Final Destination","Final Destination",https://www.imdb.com/title/tt0195714/,Movie,6.7,98,2000,"Horror, Thriller",329866,2000-03-17,"James Wong",6,2019-10-22
116,tt0119345,2019-10-22,2019-10-22,,"I Know What You Did Last Summer","I Know What You Did Last Summer",https://www.imdb.com/title/tt0119345/,Movie,5.8,101,1997,"Horror, Mystery",178419,1997-10-17,"Jim Gillespie",4,2019-10-22
117,tt0133751,2019-10-22,2019-10-22,,"The Faculty","The Faculty",https://www.imdb.com/title/tt0133751/,Movie,6.6,104,1998,"Horror, Mystery, Sci-Fi",145957,1998-12-25,"Robert Rodriguez",4,2019-10-22
118,tt0115963,2019-10-22,2019-10-22,,"The Craft","The Craft",https://www.imdb.com/title/tt0115963/,Movie,6.5,101,1996,"Drama, Fantasy, Horror, Thriller",118879,1996-05-03,"Andrew Fleming",8,2019-06-19
119,tt0116367,2019-10-22,2019-10-22,,"From Dusk Till Dawn","From Dusk Till Dawn",https://www.imdb.com/title/tt0116367/,Movie,7.2,108,1996,"Action, Crime, Horror",366031,1996-01-19,"Robert Rodriguez",7,2019-10-22
120,tt0114369,2019-10-22,2019-10-22,,"Se7en","Se7en",https://www.imdb.com/title/tt0114369/,Movie,8.6,127,1995,"Crime, Drama, Mystery, Thriller",1990329,1995-09-22,"David Fincher",8,2019-10-23
121,tt0117894,2019-10-23,2019-10-23,,"Thinner","Thinner",https://www.imdb.com/title/tt0117894/,Movie,5.8,93,1996,"Fantasy, Horror",36563,1996-10-25,"Tom Holland",3,2019-10-23
122,tt6182078,2019-10-23,2019-10-23,,"St. Agatha","St. Agatha",https://www.imdb.com/title/tt6182078/,Movie,4.8,103,2018,"Horror, Thriller",6430,2019-02-08,"Darren Lynn Bousman",4,2019-10-23
123,tt5700672,2019-10-23,2019-10-23,,"Train to Busan","Busanhaeng",https://www.imdb.com/title/tt5700672/,Movie,7.6,118,2016,"Action, Horror, Thriller",300057,2016-07-20,"Yeon Sang-ho",7,2019-10-23
